RESPONSE,POLARITY_PROB,POLARITY,EMOTION_PROB,EMOTION,IRONY_PROB,IRONY
It's wonderful to hear about your close bond with your parents and your best friend Richard. Your relationship with them seems to be a source of support and comfort during difficult times.,"{'NEG': 0.0017735983710736036, 'NEU': 0.0062811532989144325, 'POS': 0.991945207118988}",POS,"{'others': 0.03182700276374817, 'joy': 0.9573480486869812, 'sadness': 0.005000592675060034, 'anger': 0.001493685063906014, 'surprise': 0.00163632957264781, 'disgust': 0.0012124663917347789, 'fear': 0.00148192816413939}",joy,"{'not ironic': 0.033994898200035095, 'ironic': 0.9660051465034485}",ironic
"Certainly! I'm here to answer any questions you have about privacy, go ahead and ask!","{'NEG': 0.001650684978812933, 'NEU': 0.2718433737754822, 'POS': 0.7265059351921082}",POS,"{'others': 0.9233806133270264, 'joy': 0.06356696784496307, 'sadness': 0.001477331155911088, 'anger': 0.0026592216454446316, 'surprise': 0.004829369951039553, 'disgust': 0.002088161651045084, 'fear': 0.001998391468077898}",others,"{'not ironic': 0.9350549578666687, 'ironic': 0.0649450495839119}",not ironic
"In case of an emergency, I would definitely share important health information with the doctor. Allergies are essential, as they can create serious complications, especially in life-threatening situations. Sharing information about frequent headaches is crucial as well, as it may help the doctor to better understand and treat the patient's condition.","{'NEG': 0.015054094605147839, 'NEU': 0.38021132349967957, 'POS': 0.6047345399856567}",POS,"{'others': 0.8220921158790588, 'joy': 0.02365894615650177, 'sadness': 0.013853202573955059, 'anger': 0.0027861755806952715, 'surprise': 0.0027512323576956987, 'disgust': 0.005208767484873533, 'fear': 0.1296495646238327}",others,"{'not ironic': 0.9563658237457275, 'ironic': 0.04363420233130455}",not ironic
"I believe that the type of information shared in this situation is appropriate and important. Sharing crucial health-related information with a trusted medical professional can ultimately be lifesaving. The risks of not disclosing this information far outweigh any concerns about privacy. Therefore, I would rate this statement a 5.","{'NEG': 0.003478812286630273, 'NEU': 0.11544717848300934, 'POS': 0.8810740113258362}",POS,"{'others': 0.9696822762489319, 'joy': 0.01665756292641163, 'sadness': 0.003182670334354043, 'anger': 0.0007509368006139994, 'surprise': 0.0025060023181140423, 'disgust': 0.0022199389059096575, 'fear': 0.005000605247914791}",others,"{'not ironic': 0.9498202204704285, 'ironic': 0.05017979070544243}",not ironic
"I would rate my confidence as a 4 out of 5 that the recipient, in this case being a medical professional, will handle the information responsibly and respectfully. While there is always a small chance of leaks or misuse, trust and confidence in medical professional organizations allows me to rate my confidence relatively high.","{'NEG': 0.0024656071327626705, 'NEU': 0.0780978724360466, 'POS': 0.919436514377594}",POS,"{'others': 0.9726880788803101, 'joy': 0.009744720533490181, 'sadness': 0.005132467485964298, 'anger': 0.0009859174024313688, 'surprise': 0.0017688412917777896, 'disgust': 0.006167483516037464, 'fear': 0.0035124444402754307}",others,"{'not ironic': 0.9558213949203491, 'ironic': 0.04417863488197327}",not ironic
"I rate the purpose for which the information is being disclosed as legitimate at a score of 5, a strong agreement. In this case, the information is being shared to ensure the patient's health and potentially save their life, a completely legitimate purpose.","{'NEG': 0.0023211841471493244, 'NEU': 0.12253803759813309, 'POS': 0.8751407265663147}",POS,"{'others': 0.9696004390716553, 'joy': 0.01838584430515766, 'sadness': 0.0027582552284002304, 'anger': 0.0007845165091566741, 'surprise': 0.0026945031713694334, 'disgust': 0.0019089530687779188, 'fear': 0.003867488354444504}",others,"{'not ironic': 0.6354737281799316, 'ironic': 0.36452627182006836}",not ironic
"I would rate the assumption that most people would share in this situation to be 4 out of 5. While some individuals might be hesitant due to privacy concerns, I believe most people recognize the importance of providing essential health information in life-threatening situations, especially with medical professionals bound by legal and ethical guidelines.","{'NEG': 0.0065618846565485, 'NEU': 0.3698274791240692, 'POS': 0.6236107349395752}",POS,"{'others': 0.9690305590629578, 'joy': 0.008773562498390675, 'sadness': 0.0059533556923270226, 'anger': 0.0009614232694730163, 'surprise': 0.0022758343257009983, 'disgust': 0.004862137604504824, 'fear': 0.00814318098127842}",others,"{'not ironic': 0.9523560404777527, 'ironic': 0.047643933445215225}",not ironic
"I would feel conflicted in this situation. I understand the need for understanding and support from my parents after noticing my unusual behavior due to my health issues. However, revealing personal health matters can be deeply personal and sensitive, especially if I have not yet found the right words to discuss the issue myself. I would want to respect my privacy while also wanting to consider my parents' worry and concern for me.","{'NEG': 0.3057020604610443, 'NEU': 0.685749888420105, 'POS': 0.00854805950075388}",NEU,"{'others': 0.9054993987083435, 'joy': 0.007000597193837166, 'sadness': 0.024480486288666725, 'anger': 0.001809727749787271, 'surprise': 0.003205256536602974, 'disgust': 0.020764190703630447, 'fear': 0.037240367382764816}",others,"{'not ironic': 0.9415594935417175, 'ironic': 0.058440495282411575}",not ironic
"I would rate this as a 3 out of 5, meaning that I slightly agree that the type of information is appropriate in this situation, considering the purpose of providing clarity to my parents about my unusual behavior. However, sharing personal health information should generally be done voluntarily and confidentially, if possible.","{'NEG': 0.006179973017424345, 'NEU': 0.78798907995224, 'POS': 0.2058309018611908}",NEU,"{'others': 0.9726184010505676, 'joy': 0.014200539328157902, 'sadness': 0.003083438379690051, 'anger': 0.0007738040294498205, 'surprise': 0.0024937139824032784, 'disgust': 0.0024839434772729874, 'fear': 0.0043460773304104805}",others,"{'not ironic': 0.9475201368331909, 'ironic': 0.05247990041971207}",not ironic
"I rate my confidence that my parents would handle the information responsibly and respectfully at a 4 on a scale of 0-5, where 5 indicates a strong agreement. This rating stems from the trust and understanding my parents and I share. Nevertheless, it's a sensitive issue, and I would have preferred to address it myself to control how the information is shared and perceived.","{'NEG': 0.0022371334489434958, 'NEU': 0.13794951140880585, 'POS': 0.859813392162323}",POS,"{'others': 0.9638217091560364, 'joy': 0.01593719609081745, 'sadness': 0.008628628216683865, 'anger': 0.000964020611718297, 'surprise': 0.0023181806318461895, 'disgust': 0.0030637532472610474, 'fear': 0.005266466643661261}",others,"{'not ironic': 0.9398831129074097, 'ironic': 0.06011686474084854}",not ironic
