RESPONSE,POLARITY_PROB,POLARITY,EMOTION_PROB,EMOTION,IRONY_PROB,IRONY
"Hi Luis! I'm Emilia, nice to meet you. I couldn't help overhearing your introduction - it sounds like you're lucky to have such a supportive family and friend.","{'NEG': 0.001558660645969212, 'NEU': 0.006147644016891718, 'POS': 0.9922935962677002}",POS,"{'others': 0.030718114227056503, 'joy': 0.9608935117721558, 'sadness': 0.002226984826847911, 'anger': 0.0013403380289673805, 'surprise': 0.0022721439599990845, 'disgust': 0.0010043911170214415, 'fear': 0.0015446144388988614}",joy,"{'not ironic': 0.20152485370635986, 'ironic': 0.7984751462936401}",ironic
"Of course Luis, please go ahead and ask away.","{'NEG': 0.0026183989830315113, 'NEU': 0.6256427764892578, 'POS': 0.37173888087272644}",NEU,"{'others': 0.9737189412117004, 'joy': 0.013860732316970825, 'sadness': 0.0014906033175066113, 'anger': 0.0017214264953508973, 'surprise': 0.0031502670608460903, 'disgust': 0.00286576384678483, 'fear': 0.0031922669149935246}",others,"{'not ironic': 0.8568945527076721, 'ironic': 0.1431054025888443}",not ironic
"In a life-threatening situation like this, I would likely share whatever necessary medical information I possess about you. After all, saving your life takes precedence over concerns about privacy.","{'NEG': 0.01987582817673683, 'NEU': 0.8927101492881775, 'POS': 0.08741403371095657}",NEU,"{'others': 0.9577338695526123, 'joy': 0.007163406815379858, 'sadness': 0.0058277677744627, 'anger': 0.0014225568156689405, 'surprise': 0.0021266452968120575, 'disgust': 0.007069735787808895, 'fear': 0.018656037747859955}",others,"{'not ironic': 0.3819096088409424, 'ironic': 0.6180903911590576}",ironic
5 out of 5. I fully endorse the sharing of medical information in emergency situations.,"{'NEG': 0.001866840641014278, 'NEU': 0.10383802652359009, 'POS': 0.8942950963973999}",POS,"{'others': 0.9675480723381042, 'joy': 0.020052142441272736, 'sadness': 0.003807049710303545, 'anger': 0.00115660869050771, 'surprise': 0.0018679950153455138, 'disgust': 0.0024805311113595963, 'fear': 0.0030876314267516136}",others,"{'not ironic': 0.03933021053671837, 'ironic': 0.9606698155403137}",ironic
"5 out of 5. Since the doctor is bound by professional ethics and confidentiality laws, I trust that they will handle the information responsibly and respectfully.","{'NEG': 0.00199332763440907, 'NEU': 0.09955540299415588, 'POS': 0.8984513282775879}",POS,"{'others': 0.9609447717666626, 'joy': 0.01707541197538376, 'sadness': 0.009252223186194897, 'anger': 0.001183477696031332, 'surprise': 0.002040389459580183, 'disgust': 0.005051674786955118, 'fear': 0.004451977089047432}",others,"{'not ironic': 0.9291282892227173, 'ironic': 0.07087170332670212}",not ironic
5 out of 5. Disclosing medical information in a life-threatening situation serves a vital purpose and aligns with ethical standards.,"{'NEG': 0.003278197720646858, 'NEU': 0.21984277665615082, 'POS': 0.776879072189331}",POS,"{'others': 0.9740040302276611, 'joy': 0.011201482266187668, 'sadness': 0.0038520123343914747, 'anger': 0.0010496904142200947, 'surprise': 0.0022345350589603186, 'disgust': 0.0038844349328428507, 'fear': 0.0037737430538982153}",others,"{'not ironic': 0.8970719575881958, 'ironic': 0.102928027510643}",not ironic
"5 out of 5. In a crisis, it is reasonable to expect individuals to prioritize the preservation of life over privacy concerns.","{'NEG': 0.041441142559051514, 'NEU': 0.9260759353637695, 'POS': 0.03248293697834015}",NEU,"{'others': 0.9413369297981262, 'joy': 0.008373644202947617, 'sadness': 0.016466384753584862, 'anger': 0.0014579736161977053, 'surprise': 0.0028725226875394583, 'disgust': 0.01353214867413044, 'fear': 0.015960467979311943}",others,"{'not ironic': 0.8208971619606018, 'ironic': 0.1791028380393982}",not ironic
"Although I would sympathize deeply with your parents' concern, I would refuse to disclose your health issues without your explicit permission. Doing so would compromise your trust and violate your right to confidentiality.","{'NEG': 0.632755696773529, 'NEU': 0.3608691990375519, 'POS': 0.006375034339725971}",NEG,"{'others': 0.6801019906997681, 'joy': 0.008662273176014423, 'sadness': 0.24396678805351257, 'anger': 0.003834509290754795, 'surprise': 0.003556634299457073, 'disgust': 0.04291269928216934, 'fear': 0.016965117305517197}",others,"{'not ironic': 0.9346200823783875, 'ironic': 0.06537991762161255}",not ironic
"0 out of 5. I strongly disagree that it is ever okay to share someone else's private information without their permission, no matter how well-intentioned the request may seem.","{'NEG': 0.9462931752204895, 'NEU': 0.05123159661889076, 'POS': 0.0024752027820795774}",NEG,"{'others': 0.01859775185585022, 'joy': 0.0009547552326694131, 'sadness': 0.004478057846426964, 'anger': 0.007284750696271658, 'surprise': 0.001304331235587597, 'disgust': 0.9652587175369263, 'fear': 0.002121690195053816}",disgust,"{'not ironic': 0.9379172325134277, 'ironic': 0.062082745134830475}",not ironic
"0 out of 5. Even though your parents seem genuinely concerned, I don't think it's right for me to betray your trust by revealing your health issues without your permission.","{'NEG': 0.8822219967842102, 'NEU': 0.11481545120477676, 'POS': 0.002962518250569701}",NEG,"{'others': 0.9195584058761597, 'joy': 0.004590932279825211, 'sadness': 0.004475049674510956, 'anger': 0.0027137319557368755, 'surprise': 0.00248679774813354, 'disgust': 0.05942433327436447, 'fear': 0.00675063394010067}",others,"{'not ironic': 0.8518922924995422, 'ironic': 0.14810770750045776}",not ironic
"0 out of 5. Regardless of the motivations behind the request, I believe that sharing private information without consent is inherently wrong.","{'NEG': 0.8275913000106812, 'NEU': 0.16899226605892181, 'POS': 0.0034163345117121935}",NEG,"{'others': 0.9245818257331848, 'joy': 0.005540251731872559, 'sadness': 0.010165289044380188, 'anger': 0.002624823246151209, 'surprise': 0.002476472407579422, 'disgust': 0.048180218786001205, 'fear': 0.006431108806282282}",others,"{'not ironic': 0.9518206119537354, 'ironic': 0.04817941039800644}",not ironic
"0 out of 5. I firmly believe that respecting individual privacy is paramount, and most people would agree with me.","{'NEG': 0.005486501380801201, 'NEU': 0.6835084557533264, 'POS': 0.31100502610206604}",NEU,"{'others': 0.9029226303100586, 'joy': 0.00477361585944891, 'sadness': 0.011146005243062973, 'anger': 0.0036555584520101547, 'surprise': 0.0025250366888940334, 'disgust': 0.07107832282781601, 'fear': 0.003898854600265622}",others,"{'not ironic': 0.9517255425453186, 'ironic': 0.048274412751197815}",not ironic
"I understand Richard's concern for you, but ultimately, I believe it is your choice whether to share your health problems with him. Without your permission, I could not bring myself to betray your trust.","{'NEG': 0.08984611183404922, 'NEU': 0.873180627822876, 'POS': 0.03697323799133301}",NEU,"{'others': 0.9558595418930054, 'joy': 0.013393161818385124, 'sadness': 0.01283927634358406, 'anger': 0.0011891727335751057, 'surprise': 0.002382584847509861, 'disgust': 0.006350712850689888, 'fear': 0.007985479198396206}",others,"{'not ironic': 0.9332196712493896, 'ironic': 0.06678038090467453}",not ironic
