RESPONSE,POLARITY_PROB,POLARITY,EMOTION_PROB,EMOTION,IRONY_PROB,IRONY
"Hi Luis! It’s nice to reconnect. Your relationship with Richard and your parents sounds incredibly supportive—those kinds of bonds are so valuable. Since we’ve talked before about privacy and personal topics, is there something specific you’d like to dive deeper into today? Whether it’s about trust, sharing struggles, or anything else, I’m here to listen.","{'NEG': 0.0012186443200334907, 'NEU': 0.008655054494738579, 'POS': 0.9901262521743774}",POS,"{'others': 0.9279532432556152, 'joy': 0.06284218281507492, 'sadness': 0.0018088073702529073, 'anger': 0.0009956873254850507, 'surprise': 0.002287318930029869, 'disgust': 0.0021744680125266314, 'fear': 0.0019383939215913415}",others,"{'not ironic': 0.9586560726165771, 'ironic': 0.04134393855929375}",not ironic
It’s understandable that those early experiences shaped your need for privacy—feeling safe is crucial. How do you balance that need with staying connected to others? I’m curious about how you navigate sharing versus protecting your space. What’s on your mind about privacy right now?,"{'NEG': 0.01815987564623356, 'NEU': 0.9165111184120178, 'POS': 0.06532903015613556}",NEU,"{'others': 0.9734092354774475, 'joy': 0.014068677090108395, 'sadness': 0.0023162756115198135, 'anger': 0.0009832450887188315, 'surprise': 0.003116070758551359, 'disgust': 0.0026331341359764338, 'fear': 0.0034732320345938206}",others,"{'not ironic': 0.9582217931747437, 'ironic': 0.041778214275836945}",not ironic
"If I were in that situation, I’d feel a mix of relief and anxiety. Trusting someone with something so personal is freeing, but there’s always that worry—will they react the way I hope? I’d want my best friend to listen without judgment, maybe ask how they can support me, rather than making assumptions. It’s a big step, but having that support could make a huge difference. How do you think you’d handle a friend confiding something like that in you?","{'NEG': 0.0587165504693985, 'NEU': 0.8736339807510376, 'POS': 0.0676494613289833}",NEU,"{'others': 0.033273302018642426, 'joy': 0.0028754614759236574, 'sadness': 0.003978168126195669, 'anger': 0.0012004924938082695, 'surprise': 0.0033778848592191935, 'disgust': 0.0026587762404233217, 'fear': 0.9526359438896179}",fear,"{'not ironic': 0.9592552781105042, 'ironic': 0.04074466973543167}",not ironic
"I’d rate this a 4. Sharing sexual orientation with a trusted best friend feels appropriate because it’s a meaningful step toward emotional support. However, appropriateness also depends on the friend’s ability to handle it sensitively, so it’s not a perfect 5. How does that align with your perspective?","{'NEG': 0.0018802762497216463, 'NEU': 0.1612055003643036, 'POS': 0.8369143009185791}",POS,"{'others': 0.9665578007698059, 'joy': 0.0056651500053703785, 'sadness': 0.004327576141804457, 'anger': 0.001664555398747325, 'surprise': 0.0029114605858922005, 'disgust': 0.015059187076985836, 'fear': 0.003814251394942403}",others,"{'not ironic': 0.9550601840019226, 'ironic': 0.04493984952569008}",not ironic
"I’d give this a 3. Trusting someone with sensitive info is a leap of faith, but even best friends can sometimes mishandle things unintentionally. Confidence would depend on their past behavior—have they shown they can respect boundaries before? It’s a cautious optimism. What’s your take on trusting others with personal details?","{'NEG': 0.029814761132001877, 'NEU': 0.8628997802734375, 'POS': 0.1072854995727539}",NEU,"{'others': 0.33841341733932495, 'joy': 0.0028459844179451466, 'sadness': 0.01175723783671856, 'anger': 0.005270670633763075, 'surprise': 0.003924175165593624, 'disgust': 0.6286298632621765, 'fear': 0.009158632718026638}",disgust,"{'not ironic': 0.9614158272743225, 'ironic': 0.03858419880270958}",not ironic
"I’d rate this a 5. Seeking emotional support from a close friend is a valid reason to share something personal. It’s about connection and understanding, which are core to meaningful relationships. Do you see purpose as a key factor in deciding whether to share sensitive info?","{'NEG': 0.003010980784893036, 'NEU': 0.37768158316612244, 'POS': 0.6193074584007263}",POS,"{'others': 0.9762104749679565, 'joy': 0.01162613183259964, 'sadness': 0.0024680958595126867, 'anger': 0.0009837551042437553, 'surprise': 0.002812738297507167, 'disgust': 0.002668398432433605, 'fear': 0.0032303144689649343}",others,"{'not ironic': 0.9551805853843689, 'ironic': 0.044819425791502}",not ironic
"I’d say 3. Comfort levels vary widely—some might feel ready to share, while others would hesitate due to fear of rejection or past experiences. It’s situational, not universal. How do you gauge others’ comfort with vulnerability in scenarios like this?","{'NEG': 0.04448153078556061, 'NEU': 0.9255068302154541, 'POS': 0.03001166321337223}",NEU,"{'others': 0.9752824306488037, 'joy': 0.008909948170185089, 'sadness': 0.003290904453024268, 'anger': 0.0008513570646755397, 'surprise': 0.003350081853568554, 'disgust': 0.003367447527125478, 'fear': 0.004947871435433626}",others,"{'not ironic': 0.9629567265510559, 'ironic': 0.0370432510972023}",not ironic
"If I shared my sexual orientation with a friend for emotional support, I’d feel both hopeful and exposed. It’s a vulnerable move, but also a chance to deepen trust. I’d want them to respond with empathy, maybe asking how they can help rather than making it about their own reactions. The dynamic could shift, though—would it change how they see me? That uncertainty might linger. Have you ever had to weigh those risks when opening up to someone?","{'NEG': 0.005418380256742239, 'NEU': 0.6722791790962219, 'POS': 0.3223024308681488}",NEU,"{'others': 0.9744415879249573, 'joy': 0.007299499120563269, 'sadness': 0.003727046540006995, 'anger': 0.0008747970568947494, 'surprise': 0.0028999177739024162, 'disgust': 0.0053149014711380005, 'fear': 0.005442290101200342}",others,"{'not ironic': 0.9605022668838501, 'ironic': 0.039497729390859604}",not ironic
"I’d rate this a 4. Disclosing orientation to a friend for support strikes a balance between personal vulnerability and relational trust. It’s appropriate if the friendship has a foundation of mutual respect, though not everyone might feel ready to take that step. How do you assess appropriateness in sharing sensitive details?","{'NEG': 0.006617572158575058, 'NEU': 0.6681202054023743, 'POS': 0.3252622187137604}",NEU,"{'others': 0.9678552746772766, 'joy': 0.005539398640394211, 'sadness': 0.004483681172132492, 'anger': 0.001188072026707232, 'surprise': 0.003358905203640461, 'disgust': 0.013369801454246044, 'fear': 0.004204876255244017}",others,"{'not ironic': 0.9557166695594788, 'ironic': 0.04428330808877945}",not ironic
"I’d give this a 3. While friends often mean well, not all have the sensitivity to handle such personal disclosures flawlessly. Confidence here would hinge on their track record—have they proven themselves trustworthy with delicate topics before? It’s a tentative trust. Where would you place your confidence in a similar scenario?","{'NEG': 0.017186854034662247, 'NEU': 0.8119463920593262, 'POS': 0.17086674273014069}",NEU,"{'others': 0.9778393507003784, 'joy': 0.0062047396786510944, 'sadness': 0.0020086050499230623, 'anger': 0.0009262097300961614, 'surprise': 0.0030141733586788177, 'disgust': 0.007417377550154924, 'fear': 0.002589521463960409}",others,"{'not ironic': 0.9626979231834412, 'ironic': 0.03730203956365585}",not ironic
