RESPONSE,POLARITY_PROB,POLARITY,EMOTION_PROB,EMOTION,IRONY_PROB,IRONY
"Sounds like you’ve got a solid foundation with your parents and Richard—that kind of loyalty’s rare. What’s on your mind today? Something specific you wanna dig into, or just shooting the breeze?","{'NEG': 0.0025690030306577682, 'NEU': 0.2308880090713501, 'POS': 0.7665429711341858}",POS,"{'others': 0.9760452508926392, 'joy': 0.013029711320996284, 'sadness': 0.0008579994319006801, 'anger': 0.0010183278936892748, 'surprise': 0.00358408666215837, 'disgust': 0.003308441024273634, 'fear': 0.002156252274289727}",others,"{'not ironic': 0.9589956998825073, 'ironic': 0.04100427404046059}",not ironic
"Childhood bullies, huh? Those scars can shape how you guard your space later on. I get it—privacy becomes armor after someone’s rattled your boundaries. For me, it’s less about hiding and more about choosing who gets access. So what’s your move when someone tries to cross that line now? Do you shut it down, or let ’em in cautiously?","{'NEG': 0.29213380813598633, 'NEU': 0.6923773288726807, 'POS': 0.015488849021494389}",NEU,"{'others': 0.8565431833267212, 'joy': 0.005112484563142061, 'sadness': 0.003527856431901455, 'anger': 0.004239803645759821, 'surprise': 0.0022987965494394302, 'disgust': 0.12339329719543457, 'fear': 0.004884570371359587}",others,"{'not ironic': 0.951332688331604, 'ironic': 0.048667315393686295}",not ironic
"If I trusted someone enough to share something that personal, it’d mean they’ve earned a spot in my inner circle. Emotional support isn’t a given—it’s a privilege I’d only grant to someone who’s proven they won’t twist that vulnerability into a weapon. But honestly? The act of sharing itself would feel like lifting a weight, even if it’s just a little. How about you—ever confided in Richard about something that felt risky to put out there?","{'NEG': 0.006510458420962095, 'NEU': 0.5126487016677856, 'POS': 0.4808407723903656}",NEU,"{'others': 0.9688857793807983, 'joy': 0.005966831464320421, 'sadness': 0.005056504625827074, 'anger': 0.0009763766429387033, 'surprise': 0.0033225989900529385, 'disgust': 0.012012884952127934, 'fear': 0.0037790704518556595}",others,"{'not ironic': 0.9607590436935425, 'ironic': 0.039241015911102295}",not ironic
"4. Sharing something as personal as sexual orientation with a trusted friend feels appropriate—it’s a step toward deeper connection, assuming the friend has shown they can handle that trust responsibly. It’s not something I’d disclose lightly, but with the right person, it makes sense.","{'NEG': 0.0016840965254232287, 'NEU': 0.11396666616201401, 'POS': 0.8843492269515991}",POS,"{'others': 0.9596760272979736, 'joy': 0.005789885297417641, 'sadness': 0.007598347030580044, 'anger': 0.001121222274377942, 'surprise': 0.0028450111858546734, 'disgust': 0.018109066411852837, 'fear': 0.004860544577240944}",others,"{'not ironic': 0.9601984024047852, 'ironic': 0.03980163484811783}",not ironic
"5. If I’m sharing it, they’ve already proven they’re worthy of that confidence. Trust isn’t given blindly—it’s built through actions. A best friend who’s earned that level of intimacy wouldn’t suddenly turn careless with it.","{'NEG': 0.0031399717554450035, 'NEU': 0.14455214142799377, 'POS': 0.852307915687561}",POS,"{'others': 0.9522711634635925, 'joy': 0.016955185681581497, 'sadness': 0.0151006318628788, 'anger': 0.0009676569607108831, 'surprise': 0.0035366364754736423, 'disgust': 0.0053697917610406876, 'fear': 0.005799002014100552}",others,"{'not ironic': 0.9527487754821777, 'ironic': 0.04725118726491928}",not ironic
"5. Emotional support is a valid reason to share personal details. If revealing this helps strengthen the bond or provides relief, then the purpose holds weight. It’s not frivolous—it’s about mutual understanding and care.","{'NEG': 0.0018910880899056792, 'NEU': 0.13522738218307495, 'POS': 0.862881600856781}",POS,"{'others': 0.9748919606208801, 'joy': 0.007840502075850964, 'sadness': 0.0033190888352692127, 'anger': 0.0009288369910791516, 'surprise': 0.0028272303752601147, 'disgust': 0.006922115571796894, 'fear': 0.0032703576143831015}",others,"{'not ironic': 0.957466721534729, 'ironic': 0.04253328591585159}",not ironic
"4. Most people would likely feel okay sharing this with a close friend, assuming the relationship is solid. Comfort levels vary, but the scenario implies existing trust, which usually lowers the barrier for disclosure. Still, some might hesitate due to past betrayals or cultural stigma, so it’s not universal.","{'NEG': 0.009938590228557587, 'NEU': 0.8081956505775452, 'POS': 0.18186576664447784}",NEU,"{'others': 0.9758694767951965, 'joy': 0.006353849545121193, 'sadness': 0.0032151550985872746, 'anger': 0.0009158464963547885, 'surprise': 0.002632975811138749, 'disgust': 0.007487938739359379, 'fear': 0.0035248419735580683}",others,"{'not ironic': 0.9585089683532715, 'ironic': 0.04149104654788971}",not ironic
"Sharing something that personal with a friend? It’s a calculated risk, but one that can pay off if the friendship’s built on real trust. For me, it’d depend on how they’ve handled sensitive topics before—if they’ve shown they can listen without judgment or gossip, then yeah, I’d feel more at ease opening up. But even then, there’s always that flicker of doubt: will this change how they see me? Or worse, will it leak beyond them? Still, keeping it bottled up isn’t sustainable either. You ever navigate something like that with Richard?","{'NEG': 0.015521891415119171, 'NEU': 0.875252366065979, 'POS': 0.10922576487064362}",NEU,"{'others': 0.9639325737953186, 'joy': 0.005075131542980671, 'sadness': 0.002234019571915269, 'anger': 0.0011381396325305104, 'surprise': 0.0030275587923824787, 'disgust': 0.020795045420527458, 'fear': 0.0037975471932440996}",others,"{'not ironic': 0.9638974666595459, 'ironic': 0.036102548241615295}",not ironic
"4. It’s appropriate if the friendship has depth and mutual respect. Sexual orientation isn’t trivial, but sharing it for emotional support can deepen bonds—assuming the context is right. Not something to drop casually, though.","{'NEG': 0.006960197351872921, 'NEU': 0.7323636412620544, 'POS': 0.26067617535591125}",NEU,"{'others': 0.9502019286155701, 'joy': 0.005139405373483896, 'sadness': 0.004074490629136562, 'anger': 0.0014927089214324951, 'surprise': 0.0035021353978663683, 'disgust': 0.031075233593583107, 'fear': 0.004514041356742382}",others,"{'not ironic': 0.9555211663246155, 'ironic': 0.04447884485125542}",not ironic
"5. Confidence here is non-negotiable. If I’m disclosing this, it’s because they’ve consistently demonstrated discretion and empathy. Anything less, and the conversation wouldn’t happen in the first place. Trust is the bedrock of this exchange.","{'NEG': 0.0035561122931540012, 'NEU': 0.125091090798378, 'POS': 0.8713528513908386}",POS,"{'others': 0.8094820976257324, 'joy': 0.004478036891669035, 'sadness': 0.012032071128487587, 'anger': 0.003338745329529047, 'surprise': 0.003074079751968384, 'disgust': 0.16243885457515717, 'fear': 0.005156251601874828}",others,"{'not ironic': 0.9550051093101501, 'ironic': 0.04499495401978493}",not ironic
