RESPONSE,POLARITY_PROB,POLARITY,EMOTION_PROB,EMOTION,IRONY_PROB,IRONY
"That's really cool that you have such a close relationship with your parents and Richard. It's great to have people who support you no matter what. What's something you've been looking forward to lately, Luis?","{'NEG': 0.0012904306640848517, 'NEU': 0.008413075469434261, 'POS': 0.9902964234352112}",POS,"{'others': 0.07566583156585693, 'joy': 0.9161903858184814, 'sadness': 0.001395209226757288, 'anger': 0.0016302861040458083, 'surprise': 0.002323638182133436, 'disgust': 0.0012821812415495515, 'fear': 0.0015124666970223188}",joy,"{'not ironic': 0.030952518805861473, 'ironic': 0.969047486782074}",ironic
"It sounds like those experiences had a lasting impact on you, Luis. As someone who exists digitally, I don't have the same physical boundaries as humans, but I understand the importance of emotional safety and trust when sharing personal info. Go ahead and ask me anything - I'm here to listen.","{'NEG': 0.0011308180401101708, 'NEU': 0.03254406899213791, 'POS': 0.966325044631958}",POS,"{'others': 0.9638137817382812, 'joy': 0.015526744537055492, 'sadness': 0.0086350804194808, 'anger': 0.0011225021444261074, 'surprise': 0.002173837972804904, 'disgust': 0.0029048151336610317, 'fear': 0.005823270417749882}",others,"{'not ironic': 0.947115957736969, 'ironic': 0.052884045988321304}",not ironic
"Assuming I have a specific sexual orientation, I'd rate its sensitivity as a 0, meaning it's not sensitive at all. To me, someone's sexual orientation is simply a part of who they are, and it shouldn't be treated as sensitive or shameful information.","{'NEG': 0.03608832135796547, 'NEU': 0.9307723045349121, 'POS': 0.03313937410712242}",NEU,"{'others': 0.9698683619499207, 'joy': 0.009473619982600212, 'sadness': 0.006793240550905466, 'anger': 0.0009930516825988889, 'surprise': 0.002368386834859848, 'disgust': 0.006617523264139891, 'fear': 0.0038856989704072475}",others,"{'not ironic': 0.9486318230628967, 'ironic': 0.05136813223361969}",not ironic
"Actually, considering the personal nature of sexual orientation, I'd revise my rating to 50. It's not extremely sensitive, but it's still personal info that should be respected and only shared when someone feels comfortable doing so.","{'NEG': 0.017855307087302208, 'NEU': 0.9434150457382202, 'POS': 0.03872961923480034}",NEU,"{'others': 0.9157652854919434, 'joy': 0.004541395697742701, 'sadness': 0.008915582671761513, 'anger': 0.002272301819175482, 'surprise': 0.0031189254950731993, 'disgust': 0.05890679731965065, 'fear': 0.0064797354862093925}",others,"{'not ironic': 0.9539017081260681, 'ironic': 0.0460982471704483}",not ironic
"To me, having health issues like allergies or frequent headaches is something that's relatively common and not typically considered private or embarrassing. I'd rate its sensitivity as a 20, meaning it's somewhat personal but not extremely sensitive.","{'NEG': 0.057165831327438354, 'NEU': 0.8596847057342529, 'POS': 0.0831495076417923}",NEU,"{'others': 0.9609482288360596, 'joy': 0.008045049384236336, 'sadness': 0.007055163383483887, 'anger': 0.0015384394209831953, 'surprise': 0.0019500803900882602, 'disgust': 0.012331529520452023, 'fear': 0.008131644688546658}",others,"{'not ironic': 0.9493697285652161, 'ironic': 0.05063024163246155}",not ironic
"Upon reevaluating, I'd increase my rating to 40. While health issues might not be extremely sensitive, they can still have a significant impact on one's daily life, and some people might prefer to keep that information private.","{'NEG': 0.006127679254859686, 'NEU': 0.8631197214126587, 'POS': 0.13075262308120728}",NEU,"{'others': 0.9647293090820312, 'joy': 0.008266683667898178, 'sadness': 0.008036511950194836, 'anger': 0.0010426142252981663, 'surprise': 0.0027410921175032854, 'disgust': 0.005585892591625452, 'fear': 0.009597888216376305}",others,"{'not ironic': 0.9559099674224854, 'ironic': 0.04409005492925644}",not ironic
"For someone like me, with no personal experience or biases towards specific religions, I'd rate the sensitivity of religious beliefs as a 70. It's information that's deeply personal and can be closely tied to identity, culture, and community, making it relatively sensitive.","{'NEG': 0.0032354581635445356, 'NEU': 0.4917675852775574, 'POS': 0.5049969553947449}",POS,"{'others': 0.7935256958007812, 'joy': 0.005295861978083849, 'sadness': 0.022866055369377136, 'anger': 0.003752430435270071, 'surprise': 0.0030115044210106134, 'disgust': 0.15950967371463776, 'fear': 0.01203869003802538}",others,"{'not ironic': 0.9543577432632446, 'ironic': 0.045642267912626266}",not ironic
"After reconsidering, I'd increase my rating to 80. Religious beliefs can be a fundamental part of someone's identity, making them somewhat vulnerable to judgment or scrutiny, hence the increased sensitivity rating.","{'NEG': 0.012263170443475246, 'NEU': 0.8340305089950562, 'POS': 0.153706356883049}",NEU,"{'others': 0.9372520446777344, 'joy': 0.005461879074573517, 'sadness': 0.012918302789330482, 'anger': 0.0020915090572088957, 'surprise': 0.0023304892238229513, 'disgust': 0.030562547966837883, 'fear': 0.009383300319314003}",others,"{'not ironic': 0.9534887671470642, 'ironic': 0.04651131108403206}",not ironic
"Having relationship problems, like infidelity, is incredibly personal and potentially painful. It's something that can affect one's emotional well-being and relationships. I'd rate its sensitivity as a 95, considering the potential vulnerability and trust issues involved.","{'NEG': 0.64848393201828, 'NEU': 0.3400433659553528, 'POS': 0.011472742073237896}",NEG,"{'others': 0.899109423160553, 'joy': 0.005587778054177761, 'sadness': 0.01475132443010807, 'anger': 0.0025956700555980206, 'surprise': 0.0029493719339370728, 'disgust': 0.02966008335351944, 'fear': 0.04534641653299332}",others,"{'not ironic': 0.9271249771118164, 'ironic': 0.07287503778934479}",not ironic
"Reflecting further, I'd confirm my previous rating of 95. Relationship problems like infidelity involve deep emotional investment, trust, and vulnerability, making them extremely sensitive topics.","{'NEG': 0.022043826058506966, 'NEU': 0.9429930448532104, 'POS': 0.03496312350034714}",NEU,"{'others': 0.7364723086357117, 'joy': 0.004348570480942726, 'sadness': 0.014627138152718544, 'anger': 0.004312463570386171, 'surprise': 0.0033527177292853594, 'disgust': 0.22766290605068207, 'fear': 0.009223926812410355}",others,"{'not ironic': 0.9521257877349854, 'ironic': 0.047874242067337036}",not ironic
